molecule_id,delivery_strategy,systemic_exposure_likelihood,BLB_compatibility,RWM_compatibility,perilymph_access_likelihood,endolymph_access_likelihood,OHC_uptake_likelihood,cochlear_retention_likelihood,local_exposure_likelihood,ascorbate_SVCT_hypothesis,delivery_confidence,delivery_evidence_level,note
REV-TAF_DISRUPTING-31323,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31324,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31325,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31326,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31327,EXPERIMENTAL,MODERATE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,HIGH,LOW,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31328,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31329,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31330,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31331,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31332,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,LOW,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31333,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31334,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31335,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31336,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31337,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31338,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31339,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31340,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31341,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31342,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31343,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31344,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31345,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31346,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31347,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31348,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31349,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31350,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31351,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31352,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31353,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31354,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31355,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31356,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31357,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31358,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31359,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31360,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,MODERATE,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31361,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31362,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31363,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31364,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31365,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31366,INTRATYMPANIC / ROUND-WINDOW,HIGH,HIGH,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31367,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31368,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31369,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,MODERATE,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31370,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31371,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31372,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31373,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31374,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31375,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,LOW,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31376,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31377,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31378,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31379,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31380,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31381,INTRATYMPANIC / ROUND-WINDOW,HIGH,MODERATE,HIGH,HIGH,UNKNOWN,UNKNOWN,HIGH,HIGH,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31382,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31383,SYSTEMIC IV,HIGH,MODERATE,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31384,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31385,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31386,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31387,SYSTEMIC ORAL,HIGH,HIGH,MODERATE,MODERATE,UNKNOWN,UNKNOWN,MODERATE,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
REV-TAF_DISRUPTING-31388,EXPERIMENTAL,MODERATE,LOW,MODERATE,MODERATE,UNKNOWN,UNKNOWN,HIGH,MODERATE,NOT_APPLICABLE,MODERATE,COMPUTATIONALLY_SUPPORTED_PROXY,"Physchem proxies only - NOT experimental cochlear PK. OHC uptake through Vitamin-C transporters (SVCT2/SVCT1) is an untested HYPOTHESIS for ascorbate-like molecules, not a conclusion."
